,muP,sP,Nsig,Mean_Abs,Std_Corr
13641,17.5,20.0,4.800000000000001,268.18982417028343,
13642,17.5,20.0,5.0,269.947641343042,1.0
13643,17.5,20.0,5.2,271.64042194940373,
13644,17.5,20.0,5.4,273.2720048084464,0.9999999999999999
13645,17.5,20.0,5.6000000000000005,274.8458922777067,
13646,17.5,20.0,5.800000000000001,276.3652908734876,1.0
13647,17.5,20.0,6.0,277.83314578145246,
13648,17.5,20.0,6.2,279.25217030989523,0.9999999999999999
13649,17.5,20.0,6.4,280.62487114002306,
13650,17.5,20.0,6.6000000000000005,281.9535700694612,1.0
13651,17.5,20.0,6.800000000000001,283.2404228184258,
13652,17.5,20.0,7.0,284.4874353659775,1.0
13653,17.5,20.0,7.2,285.6964782013539,
13654,17.5,20.0,7.4,286.86929880856576,1.0
13655,17.5,20.0,7.6000000000000005,288.00753264810766,
13656,17.5,20.0,7.800000000000001,289.11271285529654,0.9999999999999999
13657,17.5,20.0,8.0,290.1862788384694,
13658,17.5,20.0,8.200000000000001,291.2295839304864,1.0
13659,17.5,20.0,8.4,292.24390222246416,
13660,17.5,20.0,8.6,293.23043468841945,1.0
13661,17.5,20.0,8.8,294.19031469273955,
13662,17.5,20.0,9.0,295.1246129584773,1.0
13663,17.5,20.0,9.200000000000001,296.03434206288017,
13664,17.5,20.0,9.4,296.9204605168823,0.9999999999999999
13665,17.5,20.0,9.600000000000001,297.7838764771905,
13666,17.5,20.0,9.8,298.62545113278446,1.0
13667,17.5,20.0,10.0,299.44600180192526,
13668,17.5,22.5,0.0,,
13669,17.5,22.5,0.2,184.2337057285467,
13670,17.5,22.5,0.4,191.59098500594905,1.0
13671,17.5,22.5,0.6000000000000001,198.18168541486097,
13672,17.5,22.5,0.8,204.14453159445068,1.0
13673,17.5,22.5,1.0,209.58541861550208,
13674,17.5,22.5,1.2000000000000002,214.58470769011393,1.0
13675,17.5,22.5,1.4000000000000001,219.20522655717724,
13676,17.5,22.5,1.6,223.49739347438612,1.0
13677,17.5,22.5,1.8,227.50236208802656,
13678,17.5,22.5,2.0,231.25413294800757,1.0
13679,17.5,22.5,2.2,234.78107190545165,
13680,17.5,22.5,2.4000000000000004,238.10704673698854,1.0
13681,17.5,22.5,2.6,241.25229810938575,
13682,17.5,22.5,2.8000000000000003,244.23411702043973,1.0
13683,17.5,22.5,3.0,247.06737746303887,
13684,17.5,22.5,3.2,249.76495894939734,1.0
13685,17.5,22.5,3.4000000000000004,252.33808423835598,
13686,17.5,22.5,3.6,254.7965911532404,0.9999999999999999
13687,17.5,22.5,3.8000000000000003,257.14915275227196,
13688,17.5,22.5,4.0,259.40345673339294,1.0
13689,17.5,22.5,4.2,261.56635245034744,
13690,17.5,22.5,4.4,263.6439720394171,1.0
13691,17.5,22.5,4.6000000000000005,265.6418307354965,
13692,17.5,22.5,4.800000000000001,267.56491037183514,0.9999999999999999
13693,17.5,22.5,5.0,269.4177292236715,
13694,17.5,22.5,5.2,271.20440070982227,0.9999999999999999
13695,17.5,22.5,5.4,272.92868296245115,
13696,17.5,22.5,5.6000000000000005,274.5940208800258,1.0
13697,17.5,22.5,5.800000000000001,276.203581966755,
13698,17.5,22.5,6.0,277.7602870146766,1.0
13699,17.5,22.5,6.2,279.2668364877446,
13700,17.5,22.5,6.4,280.72573330979617,1.0
13701,17.5,22.5,6.6000000000000005,282.1393026317946,
13702,17.5,22.5,6.800000000000001,283.50970905174313,0.9999999999999999
13703,17.5,22.5,7.0,284.8389716781089,
13704,17.5,22.5,7.2,286.1289773605506,1.0
13705,17.5,22.5,7.4,287.3814923571042,
13706,17.5,22.5,7.6000000000000005,288.5981726623178,1.0
13707,17.5,22.5,7.800000000000001,289.78057318419894,
13708,17.5,22.5,8.0,290.9301559277084,0.9999999999999999
13709,17.5,22.5,8.200000000000001,292.0482973176813,
13710,17.5,22.5,8.4,293.13629477349247,1.0
13711,17.5,22.5,8.6,294.19537263071476,
13712,17.5,22.5,8.8,295.2266874908232,0.9999999999999999
13713,17.5,22.5,9.0,296.23133306814094,
13714,17.5,22.5,9.200000000000001,297.2103445933061,1.0
13715,17.5,22.5,9.4,298.16470282421204,
13716,17.5,22.5,9.600000000000001,299.0953377083631,1.0
13717,17.5,22.5,9.8,300.0031317346705,
13718,17.5,22.5,10.0,300.88892300770294,1.0
13719,17.5,25.0,0.0,,
13720,17.5,25.0,0.2,183.68882686321317,1.0
13721,17.5,25.0,0.4,190.64621850712697,
13722,17.5,25.0,0.6000000000000001,196.9557073757278,0.9999999999999999
13723,17.5,25.0,0.8,202.72402655898168,
13724,17.5,25.0,1.0,208.035849033835,0.9999999999999999
13725,17.5,25.0,1.2000000000000002,212.9561297470157,
13726,17.5,25.0,1.4000000000000001,217.53617206590582,1.0
13727,17.5,25.0,1.6,221.81765296402722,
13728,17.5,25.0,1.8,225.83503159972346,1.0
13729,17.5,25.0,2.0,229.61714052779132,
13730,17.5,25.0,2.2,233.18832858946303,0.9999999999999998
13731,17.5,25.0,2.4000000000000004,236.5693227547793,
13732,17.5,25.0,2.6,239.77789561115557,1.0
13733,17.5,25.0,2.8000000000000003,242.82939049719872,
13734,17.5,25.0,3.0,245.73713903973393,0.9999999999999999
13735,17.5,25.0,3.2,248.5127958835043,
13736,17.5,25.0,3.4000000000000004,251.16660893505153,0.9999999999999999
13737,17.5,25.0,3.6,253.70763894038888,
13738,17.5,25.0,3.8000000000000003,256.14393895832984,0.9999999999999999
13739,17.5,25.0,4.0,258.4827018808469,
13740,17.5,25.0,4.2,260.7303823424246,1.0
13741,17.5,25.0,4.4,262.8927979875662,
13742,17.5,25.0,4.6000000000000005,264.9752140148268,0.9999999999999999
13743,17.5,25.0,4.800000000000001,266.9824141052167,
13744,17.5,25.0,5.0,268.91876021324293,1.0
13745,17.5,25.0,5.2,270.7882432067369,
13746,17.5,25.0,5.4,272.5945259546898,1.0
13747,17.5,25.0,5.6000000000000005,274.34098015646043,
13748,17.5,25.0,5.800000000000001,276.0307179627522,1.0
13749,17.5,25.0,6.0,277.66661924483526,
13750,17.5,25.0,6.2,279.25135521306277,1.0
13751,17.5,25.0,6.4,280.7874089606361,
13752,17.5,25.0,6.6000000000000005,282.2770934075157,1.0
13753,17.5,25.0,6.800000000000001,283.72256703742784,
13754,17.5,25.0,7.0,285.1258477542481,1.0
13755,17.5,25.0,7.2,286.48882512960716,
13756,17.5,25.0,7.4,287.81327126898805,0.9999999999999999
13757,17.5,25.0,7.6000000000000005,289.1008504869558,
13758,17.5,25.0,7.800000000000001,290.3531279519762,1.0
13759,17.5,25.0,8.0,291.5715774363321,
13760,17.5,25.0,8.200000000000001,292.75758828595616,1.0
13761,17.5,25.0,8.4,293.91247170780514,
13762,17.5,25.0,8.6,295.0374664580511,0.9999999999999998
13763,17.5,25.0,8.8,296.133744002373,
13764,17.5,25.0,9.0,297.20241320956626,1.0
13765,17.5,25.0,9.200000000000001,298.2445246312242,
13766,17.5,25.0,9.4,299.26107441310086,1.0
13767,17.5,25.0,9.600000000000001,300.2530078777215,
13768,17.5,25.0,9.8,301.22122281267514,1.0
13769,17.5,25.0,10.0,302.1665724946604,
13770,17.5,27.5,0.0,,
13771,17.5,27.5,0.2,183.24682044540006,
13772,17.5,27.5,0.4,189.8711685432234,1.0
13773,17.5,27.5,0.6000000000000001,195.9389529038698,
13774,17.5,27.5,0.8,201.53379955142555,1.0
13775,17.5,27.5,1.0,206.72475970213483,
13776,17.5,27.5,1.2000000000000002,211.5652073512802,1.0
13777,17.5,27.5,1.4000000000000001,216.09761444617254,
13778,17.5,27.5,1.6,220.35684010482728,1.0
13779,17.5,27.5,1.8,224.3720359010892,
13780,17.5,27.5,2.0,228.1678734416034,1.0
13781,17.5,27.5,2.2,231.76541935713038,
13782,17.5,27.5,2.4000000000000004,235.18279740413976,1.0
13783,17.5,27.5,2.6,238.43570550717797,
13784,17.5,27.5,2.8000000000000003,241.5378265187625,1.0
13785,17.5,27.5,3.0,244.50115806623228,
13786,17.5,27.5,3.2,247.3362795318741,1.0
13787,17.5,27.5,3.4000000000000004,250.05256958994661,
13788,17.5,27.5,3.6,252.65838452387987,0.9999999999999999
13789,17.5,27.5,3.8000000000000003,255.16120521778555,
13790,17.5,27.5,4.0,257.5677589759162,1.0
13791,17.5,27.5,4.2,259.88412100292635,
13792,17.5,27.5,4.4,262.11579936494275,1.0
13793,17.5,27.5,4.6000000000000005,264.2678064683466,
13794,17.5,27.5,4.800000000000001,266.3447194834449,1.0
13795,17.5,27.5,5.0,268.3507316624847,
13796,17.5,27.5,5.2,270.289696125035,1.0
13797,17.5,27.5,5.4,272.16516338557784,
13798,17.5,27.5,5.6000000000000005,273.98041366079735,0.9999999999999999
13799,17.5,27.5,5.800000000000001,275.7384848042663,
13800,17.5,27.5,6.0,277.44219656381824,1.0
13801,17.5,27.5,6.2,279.09417173401596,
13802,17.5,27.5,6.4,280.6968546766735,1.0
13803,17.5,27.5,6.6000000000000005,282.2525276016103,
13804,17.5,27.5,6.800000000000001,283.76332493397274,1.0
13805,17.5,27.5,7.0,285.23124604060956,
13806,17.5,27.5,7.2,286.65816654380967,0.9999999999999999
13807,17.5,27.5,7.4,288.0458484143421,
13808,17.5,27.5,7.6000000000000005,289.3959490057204,0.9999999999999998
13809,17.5,27.5,7.800000000000001,290.7100291667459,
13810,17.5,27.5,8.0,291.9895605487347,1.0
13811,17.5,27.5,8.200000000000001,293.2359322066262,
13812,17.5,27.5,8.4,294.4504565787945,1.0
13813,17.5,27.5,8.6,295.63437491833383,
13814,17.5,27.5,8.8,296.7888622384644,1.0
13815,17.5,27.5,9.0,297.9150318261635,
13816,17.5,27.5,9.200000000000001,299.01393937091035,1.0
13817,17.5,27.5,9.4,300.08658674931024,
13818,17.5,27.5,9.600000000000001,301.1339255011557,0.9999999999999998
13819,17.5,27.5,9.8,302.15686002804034,
13820,17.5,27.5,10.0,303.15625054184056,1.0
13821,17.5,30.0,0.0,,
13822,17.5,30.0,0.2,182.87965826839246,1.0
13823,17.5,30.0,0.4,189.22074485520352,
13824,17.5,30.0,0.6000000000000001,195.07685496513886,0.9999999999999999
13825,17.5,30.0,0.8,200.51458908893918,
13826,17.5,30.0,1.0,205.59128633340828,1.0
13827,17.5,30.0,1.2000000000000002,210.35147940615795,
13828,17.5,30.0,1.4000000000000001,214.83078574314536,1.0
13829,17.5,30.0,1.6,219.05869148424884,
13830,17.5,30.0,1.8,223.0601051394177,1.0
13831,17.5,30.0,2.0,226.85632625144268,
13832,17.5,30.0,2.2,230.46572625656302,1.0
13833,17.5,30.0,2.4000000000000004,233.90426351298373,
13834,17.5,30.0,2.6,237.18588794159177,0.9999999999999999
13835,17.5,30.0,2.8000000000000003,240.32286518891965,
13836,17.5,30.0,3.0,243.32603926328306,1.0
13837,17.5,30.0,3.2,246.2050469981397,
13838,17.5,30.0,3.4000000000000004,248.9684943020607,0.9999999999999999
13839,17.5,30.0,3.6,251.62410183641538,
13840,17.5,30.0,3.8000000000000003,254.17882607271451,1.0
13841,17.5,30.0,4.0,256.63896041012623,
13842,17.5,30.0,4.2,259.0102200600077,0.9999999999999999
13843,17.5,30.0,4.4,261.2978136506637,
13844,17.5,30.0,4.6000000000000005,263.50650391765487,1.0
13845,17.5,30.0,4.800000000000001,265.64065938340786,
13846,17.5,30.0,5.0,267.7042985654278,1.0
13847,17.5,30.0,5.2,269.70112796313714,
13848,17.5,30.0,5.4,271.634574842667,1.0
13849,17.5,30.0,5.6000000000000005,273.507815654111,
13850,17.5,30.0,5.800000000000001,275.3238007670738,1.0
13851,17.5,30.0,6.0,277.0852760902629,
13852,17.5,30.0,6.2,278.7948020435184,1.0
13853,17.5,30.0,6.4,280.45477027146393,
13854,17.5,30.0,6.6000000000000005,282.0674184232819,1.0
13855,17.5,30.0,6.800000000000001,283.63484327013884,
13856,17.5,30.0,7.0,285.159012388235,0.9999999999999998
13857,17.5,30.0,7.2,286.64177459955107,
13858,17.5,30.0,7.4,288.0848693326659,1.0
13859,17.5,30.0,7.6000000000000005,289.4899350413867,
13860,17.5,30.0,7.800000000000001,290.8585167984276,1.0
13861,17.5,30.0,8.0,292.1920731642643,
13862,17.5,30.0,8.200000000000001,293.4919824169642,0.9999999999999998
13863,17.5,30.0,8.4,294.7595482167676,
13864,17.5,30.0,8.6,295.9960047690586,1.0
13865,17.5,30.0,8.8,297.2025215408155,
13866,17.5,30.0,9.0,298.3802075783743,0.9999999999999998
13867,17.5,30.0,9.200000000000001,299.5301154681836,
13868,17.5,30.0,9.4,300.65324497697486,0.9999999999999998
13869,17.5,30.0,9.600000000000001,301.750546403288,
13870,17.5,30.0,9.8,302.82292366844047,0.9999999999999998
13871,17.5,30.0,10.0,303.87123717172017,
13872,17.5,32.5,0.0,,
13873,17.5,32.5,0.2,182.56795928939553,
13874,17.5,32.5,0.4,188.66334076047715,1.0
13875,17.5,32.5,0.6000000000000001,194.330790509979,
13876,17.5,32.5,0.8,199.62415288044937,1.0
13877,17.5,32.5,1.0,204.59184335893082,
13878,17.5,32.5,1.2000000000000002,209.2715491066959,0.9999999999999998
13879,17.5,32.5,1.4000000000000001,213.69350266949922,
13880,17.5,32.5,1.6,217.8829117235401,1.0
13881,17.5,32.5,1.8,221.86126236549012,
13882,17.5,32.5,2.0,225.64710036995123,1.0
13883,17.5,32.5,2.2,229.25656939669904,
13884,17.5,32.5,2.4000000000000004,232.70381644577918,1.0
13885,17.5,32.5,2.6,236.00131169342342,
13886,17.5,32.5,2.8000000000000003,239.16010655759786,0.9999999999999999
13887,17.5,32.5,3.0,242.1900444811547,
13888,17.5,32.5,3.2,245.09993447274599,1.0
13889,17.5,32.5,3.4000000000000004,247.89769488299498,
13890,17.5,32.5,3.6,250.59047318249924,1.0
13891,17.5,32.5,3.8000000000000003,253.18474626644803,
13892,17.5,32.5,4.0,255.68640487169685,1.0
13893,17.5,32.5,4.2,258.1008249677375,
13894,17.5,32.5,4.4,260.4329284177606,0.9999999999999999
13895,17.5,32.5,4.6000000000000005,262.68723476158306,
13896,17.5,32.5,4.800000000000001,264.86790562065386,1.0
13897,17.5,32.5,5.0,266.9787829458046,
13898,17.5,32.5,5.2,269.0234221050483,1.0
13899,17.5,32.5,5.4,271.0051206294813,
13900,17.5,32.5,5.6000000000000005,272.92694329088505,1.0
13901,17.5,32.5,5.800000000000001,274.79174406775877,
13902,17.5,32.5,6.0,276.6021854615995,1.0
13903,17.5,32.5,6.2,278.36075554789755,
13904,17.5,32.5,6.4,280.06978308305304,1.0
13905,17.5,32.5,6.6000000000000005,281.73145093650646,
13906,17.5,32.5,6.800000000000001,283.3478080746427,0.9999999999999998
13907,17.5,32.5,7.0,284.92078028772903,
13908,17.5,32.5,7.2,286.4521798219056,0.9999999999999998
13909,17.5,32.5,7.4,287.94371405394617,
13910,17.5,32.5,7.6000000000000005,289.39699332624656,1.0
13911,17.5,32.5,7.800000000000001,290.8135380425595,
13912,17.5,32.5,8.0,292.19478511078927,1.0
13913,17.5,32.5,8.200000000000001,293.54209380720886,
13914,17.5,32.5,8.4,294.8567511263792,0.9999999999999998
13915,17.5,32.5,8.6,296.13997667251937,
13916,17.5,32.5,8.8,297.3929271408305,1.0
13917,17.5,32.5,9.0,298.61670043111616,
13918,17.5,32.5,9.200000000000001,299.8123394307702,0.9999999999999998
13919,17.5,32.5,9.4,300.9808354996996,
13920,17.5,32.5,9.600000000000001,302.12313168587315,1.0
13921,17.5,32.5,9.8,303.2401256968501,
13922,17.5,32.5,10.0,304.33267264975865,1.0
13923,17.5,35.0,0.0,,
13924,17.5,35.0,0.2,182.29808983093142,1.0
13925,17.5,35.0,0.4,188.17650832212954,
13926,17.5,35.0,0.6000000000000001,193.67315718430834,1.0
13927,17.5,35.0,0.8,198.83218460187226,
13928,17.5,35.0,1.0,203.6951079122471,1.0
13929,17.5,35.0,1.2000000000000002,208.2942443785433,
13930,17.5,35.0,1.4000000000000001,212.65554688991568,1.0
13931,17.5,35.0,1.6,216.8007808431593,
13932,17.5,35.0,1.8,220.74864615491373,1.0
13933,17.5,35.0,2.0,224.51542088636927,
13934,17.5,35.0,2.2,228.11539330264918,0.9999999999999999
13935,17.5,35.0,2.4000000000000004,231.56118481013178,
13936,17.5,35.0,2.6,234.86400521722533,1.0
13937,17.5,35.0,2.8000000000000003,238.0338599512837,
13938,17.5,35.0,3.0,241.07972056845136,1.0
13939,17.5,35.0,3.2,244.0096662244436,
13940,17.5,35.0,3.4000000000000004,246.83100178463712,1.0
13941,17.5,35.0,3.6,249.550356965344,
13942,17.5,35.0,3.8000000000000003,252.1737699731776,1.0
13943,17.5,35.0,4.0,254.7067584089014,
13944,17.5,35.0,4.2,257.1543796585443,1.0
13945,17.5,35.0,4.4,259.5212825674457,
13946,17.5,35.0,4.6000000000000005,261.8117518546743,1.0
13947,17.5,35.0,4.800000000000001,264.02974645590746,
13948,17.5,35.0,5.0,266.1789327672739,1.0
13949,17.5,35.0,5.2,268.2627135893562,
13950,17.5,35.0,5.4,270.28425343065123,1.0
13951,17.5,35.0,5.6000000000000005,272.2465007164119,
13952,17.5,35.0,5.800000000000001,274.15220735657596,1.0
13953,17.5,35.0,6.0,276.00394605120033,
13954,17.5,35.0,6.2,277.80412565015604,1.0
13955,17.5,35.0,6.4,279.55500483314853,
13956,17.5,35.0,6.6000000000000005,281.25870433433346,1.0
13957,17.5,35.0,6.800000000000001,282.91721790122244,
13958,17.5,35.0,7.0,284.5324221488776,1.0
13959,17.5,35.0,7.2,286.1060854465118,
13960,17.5,35.0,7.4,287.6398759536635,1.0
13961,17.5,35.0,7.6000000000000005,289.135368906411,
13962,17.5,35.0,7.800000000000001,290.5940532400599,1.0
13963,17.5,35.0,8.0,292.01733762290667,
13964,17.5,35.0,8.200000000000001,293.40655596569,0.9999999999999998
13965,17.5,35.0,8.4,294.7629724628691,
13966,17.5,35.0,8.6,296.08778621465814,1.0
13967,17.5,35.0,8.8,297.3821354726087,
13968,17.5,35.0,9.0,298.64710154626977,0.9999999999999998
13969,17.5,35.0,9.200000000000001,299.8837124039486,
13970,17.5,35.0,9.4,301.0929459967143,1.0
13971,17.5,35.0,9.600000000000001,302.2757333314365,
13972,17.5,35.0,9.8,303.4329613157516,1.0
13973,17.5,35.0,10.0,304.56547539533335,
13974,17.5,37.5,0.0,,
13975,17.5,37.5,0.2,182.06032636226647,
13976,17.5,37.5,0.4,187.74413312432222,1.0
13977,17.5,37.5,0.6000000000000001,193.08406912215605,
13978,17.5,37.5,0.8,198.11681791284008,1.0
13979,17.5,37.5,1.0,202.87849333983593,
13980,17.5,37.5,1.2000000000000002,207.39714844182083,1.0
13981,17.5,37.5,1.4000000000000001,211.6952966616974,
13982,17.5,37.5,1.6,215.7919054154077,0.9999999999999998
13983,17.5,37.5,1.8,219.70338491919944,
13984,17.5,37.5,2.0,223.44412941765137,1.0
13985,17.5,37.5,2.2,227.026869359216,
13986,17.5,37.5,2.4000000000000004,230.46293157219793,1.0
13987,17.5,37.5,2.6,233.7624449253154,
13988,17.5,37.5,2.8000000000000003,236.9345081265651,0.9999999999999999
13989,17.5,37.5,3.0,239.98732874124295,
13990,17.5,37.5,3.2,242.9283393783033,1.0
13991,17.5,37.5,3.4000000000000004,245.76429540525885,
13992,17.5,37.5,3.6,248.50135756590478,1.0
13993,17.5,37.5,3.8000000000000003,251.1451621772648,
13994,17.5,37.5,4.0,253.70088105440868,1.0
13995,17.5,37.5,4.2,256.1732729005566,
13996,17.5,37.5,4.4,258.5667275748307,0.9999999999999999
13997,17.5,37.5,4.6000000000000005,260.88530439098844,
13998,17.5,37.5,4.800000000000001,263.13276539288864,1.0
13999,17.5,37.5,5.0,265.31260438530103,
14000,17.5,37.5,5.2,267.42807236353815,1.0
14001,17.5,37.5,5.4,269.4821998756925,
14002,17.5,37.5,5.6000000000000005,271.4778167618983,1.0
14003,17.5,37.5,5.800000000000001,273.41756964196713,
14004,17.5,37.5,6.0,275.3039374627953,1.0
14005,17.5,37.5,6.2,277.1392453675887,
14006,17.5,37.5,6.4,278.9256771081902,1.0
14007,17.5,37.5,6.6000000000000005,280.6652861880237,
14008,17.5,37.5,6.800000000000001,282.3600058950947,1.0
14009,17.5,37.5,7.0,284.01165836108163,
14010,17.5,37.5,7.2,285.6219627629802,1.0
14011,17.5,37.5,7.4,287.19254276733426,
14012,17.5,37.5,7.6000000000000005,288.72493330327313,1.0
14013,17.5,37.5,7.800000000000001,290.22058673890837,
14014,17.5,37.5,8.0,291.68087852576707,1.0
14015,17.5,37.5,8.200000000000001,293.1071123675561,
14016,17.5,37.5,8.4,294.5005249624083,1.0
14017,17.5,37.5,8.6,295.8622903616614,
14018,17.5,37.5,8.8,297.1935239829914,1.0
14019,17.5,37.5,9.0,298.4952863112321,
14020,17.5,37.5,9.200000000000001,299.7685863163378,1.0
14021,17.5,37.5,9.4,301.0143846146003,
14022,17.5,37.5,9.600000000000001,302.2335963963288,1.0
14023,17.5,37.5,9.8,303.4270941406756,
14024,17.5,37.5,10.0,304.5957101360928,1.0
14025,17.5,40.0,0.0,,
14026,17.5,40.0,0.2,181.84765217222227,1.0
14027,17.5,40.0,0.4,187.3545377733677,
14028,17.5,40.0,0.6000000000000001,192.5490924083752,1.0
14029,17.5,40.0,0.8,197.46218664747275,
14030,17.5,40.0,1.0,202.1256492533326,0.9999999999999998
14031,17.5,40.0,1.2000000000000002,206.56410753980563,
14032,17.5,40.0,1.4000000000000001,210.7972807868368,1.0
14033,17.5,40.0,1.6,214.841839141751,
14034,17.5,40.0,1.8,218.71229331664708,1.0
14035,17.5,40.0,2.0,222.42145874212585,
14036,17.5,40.0,2.2,225.98074699941373,1.0
14037,17.5,40.0,2.4000000000000004,229.40037781921575,
14038,17.5,40.0,2.6,232.6895463280298,0.9999999999999999
14039,17.5,40.0,2.8000000000000003,235.8565600609774,
14040,17.5,40.0,3.0,238.908953186783,0.9999999999999999
14041,17.5,40.0,3.2,241.85358263490554,
14042,17.5,40.0,3.4000000000000004,244.69670950981472,1.0
14043,17.5,40.0,3.6,247.44406840697744,
14044,17.5,40.0,3.8000000000000003,250.10092671175587,1.0
14045,17.5,40.0,4.0,252.67213556108288,
14046,17.5,40.0,4.2,255.16217383428142,1.0
14047,17.5,40.0,4.4,257.57518629034206,
14048,17.5,40.0,4.6000000000000005,259.9150167693758,1.0
14049,17.5,40.0,4.800000000000001,262.1852372150734,
14050,17.5,40.0,5.0,264.389173144736,1.0
14051,17.5,40.0,5.2,266.5299260875427,
14052,17.5,40.0,5.4,268.61039342530955,1.0
14053,17.5,40.0,5.6000000000000005,270.6332859992283,
14054,17.5,40.0,5.800000000000001,272.60114378792855,1.0
14055,17.5,40.0,6.0,274.516349914265,
14056,17.5,40.0,6.2,276.3811431985714,1.0
14057,17.5,40.0,6.4,278.1976294432172,
14058,17.5,40.0,6.6000000000000005,279.96779160590523,0.9999999999999998
14059,17.5,40.0,6.800000000000001,281.6934989962696,
14060,17.5,40.0,7.0,283.37651561117053,0.9999999999999998
14061,17.5,40.0,7.2,285.01850770797944,
14062,17.5,40.0,7.4,286.62105070157435,1.0
14063,17.5,40.0,7.6000000000000005,288.18563545929675,
14064,17.5,40.0,7.800000000000001,289.7136740583883,0.9999999999999998
14065,17.5,40.0,8.0,291.206505062154,
14066,17.5,40.0,8.200000000000001,292.6653983640416,1.0
14067,17.5,40.0,8.4,294.0915596427854,
14068,17.5,40.0,8.6,295.48613446658277,1.0
14069,17.5,40.0,8.8,296.850212079809,
14070,17.5,40.0,9.0,298.18482890192763,1.0
14071,17.5,40.0,9.200000000000001,299.49097176491875,
14072,17.5,40.0,9.4,300.7695809126507,1.0
14073,17.5,40.0,9.600000000000001,302.0215527831044,
14074,17.5,40.0,9.8,303.2477425921533,1.0
14075,17.5,40.0,10.0,304.44896673567536,
14076,17.5,42.5,0.0,,
14077,17.5,42.5,0.2,181.65494935757985,
14078,17.5,42.5,0.4,186.9991837255836,1.0
14079,17.5,42.5,0.6000000000000001,192.0576707716035,
14080,17.5,42.5,0.8,196.8567064190644,1.0
14081,17.5,42.5,1.0,201.42468176615716,
14082,17.5,42.5,1.2000000000000002,205.7834414072525,1.0
14083,17.5,42.5,1.4000000000000001,209.95041090547807,
14084,17.5,42.5,1.6,213.9403556222651,0.9999999999999998
14085,17.5,42.5,1.8,217.76619576837257,
14086,17.5,42.5,2.0,221.43941192493128,1.0
14087,17.5,42.5,2.2,224.9702898425943,
14088,17.5,42.5,2.4000000000000004,228.36809513623243,1.0
14089,17.5,42.5,2.6,231.6412105432587,
14090,17.5,42.5,2.8000000000000003,234.79724871548424,1.0
14091,17.5,42.5,3.0,237.84314679150313,
14092,17.5,42.5,3.2,240.78524650794353,0.9999999999999999
14093,17.5,42.5,3.4000000000000004,243.62936250668596,
14094,17.5,42.5,3.6,246.38084088091773,1.0
14095,17.5,42.5,3.8000000000000003,249.04460958990683,
14096,17.5,42.5,4.0,251.6252220643479,1.0
14097,17.5,42.5,4.2,254.12689508336697,
14098,17.5,42.5,4.4,256.5535418122032,0.9999999999999999
14099,17.5,42.5,4.6000000000000005,258.9088007348669,
14100,17.5,42.5,4.800000000000001,261.1960610906845,1.0
14101,17.5,42.5,5.0,263.41848532157877,
14102,17.5,42.5,5.2,265.5790289535239,1.0
14103,17.5,42.5,5.4,267.68045826721817,
14104,17.5,42.5,5.6000000000000005,269.7253660567198,1.0
14105,17.5,42.5,5.800000000000001,271.716185728312,
14106,17.5,42.5,6.0,273.65520395335614,0.9999999999999998
14107,17.5,42.5,6.2,275.5445720568881,
14108,17.5,42.5,6.4,277.3863162970313,1.0
14109,17.5,42.5,6.6000000000000005,279.1823471679857,
14110,17.5,42.5,6.800000000000001,280.9344678406295,0.9999999999999998
14111,17.5,42.5,7.0,282.64438183901814,
14112,17.5,42.5,7.2,284.31370003776743,0.9999999999999998
14113,17.5,42.5,7.4,285.9439470540476,
14114,17.5,42.5,7.6000000000000005,287.5365670983581,1.0
14115,17.5,42.5,7.800000000000001,289.0929293401058,
14116,17.5,42.5,8.0,290.61433283705514,1.0
14117,17.5,42.5,8.200000000000001,292.1020110717562,
14118,17.5,42.5,8.4,293.5571361329339,1.0
14119,17.5,42.5,8.6,294.980822575405,
14120,17.5,42.5,8.8,296.37413098827216,1.0
14121,17.5,42.5,9.0,297.738071297836,
14122,17.5,42.5,9.200000000000001,299.0736058287841,1.0
14123,17.5,42.5,9.4,300.3816521447097,
14124,17.5,42.5,9.600000000000001,301.66308568681677,0.9999999999999998
14125,17.5,42.5,9.8,302.918742227742,
14126,17.5,42.5,10.0,304.14942015573325,1.0
14127,17.5,45.0,0.0,,
14128,17.5,45.0,0.2,181.47844604955247,1.0
14129,17.5,45.0,0.4,186.67177007876532,
14130,17.5,45.0,0.6000000000000001,191.6020203304821,1.0
14131,17.5,45.0,0.8,196.29185729768338,
14132,17.5,45.0,1.0,200.76688389543696,1.0
14133,17.5,45.0,1.2000000000000002,205.04666027700264,
14134,17.5,45.0,1.4000000000000001,209.14671010209375,1.0
14135,17.5,45.0,1.6,213.08020426015227,
14136,17.5,45.0,1.8,216.85871911469414,1.0
14137,17.5,45.0,2.0,220.49259698226246,
14138,17.5,45.0,2.2,223.99115480933398,1.0
14139,17.5,45.0,2.4000000000000004,227.36282974261033,
14140,17.5,45.0,2.6,230.6152927969152,1.0
14141,17.5,45.0,2.8000000000000003,233.75554245340697,
14142,17.5,45.0,3.0,236.78998354754395,1.0
14143,17.5,45.0,3.2,239.72449450952922,
14144,17.5,45.0,3.4000000000000004,242.56448506660217,0.9999999999999999
14145,17.5,45.0,3.6,245.31494601665923,
14146,17.5,45.0,3.8000000000000003,247.98049235857337,1.0
14147,17.5,45.0,4.0,250.5654008259757,
14148,17.5,45.0,4.2,253.07364268500984,1.0
