itd,150,400,500,600,1000
-940,,,,,
-935,,,,,
-930,,,,,
-925,,,,,
-920,,,,,
-915,,,,,
-910,,,,,
-905,,,,,
-900,,,,,
-895,,,,,
-890,,,,,
-885,,,,,
-880,,,,,
-875,,,,,
-870,,,,,
-865,,,,,
-860,,,,,
-855,,,,,
-850,,,,,
-845,,,,,
-840,,,,,
-835,,,,,
-830,,,,,
-825,,,,,
-820,,,,,
-815,,,,,
-810,,,,,
-805,,0.053148,,,
-800,,0.053205,,,
-795,,0.053199,,,
-790,,0.053129,,,
-785,,0.052991,,,
-780,,0.052784,0.043277,,
-775,,0.052503,0.043839,,
-770,,0.052147,0.045048,,
-765,,0.051711,0.046868,,
-760,,0.051192,0.049247,,
-755,,0.050586,0.052128,,
-750,,0.049885,0.055455,,
-745,,0.049061,0.059175,0.049722,
-740,,0.04816,0.063244,0.051789,
-735,,0.047653,0.067622,0.054688,
-730,,0.048199,0.072275,0.058314,
-725,,0.04998,0.077164,0.062548,
-720,,0.052852,0.082196,0.067273,
-715,,0.056623,0.087251,0.072387,
-710,,0.061108,0.092262,0.077803,0.038016
-705,,0.066144,0.097219,0.083452,0.042638
-700,,0.071603,0.10213,0.089279,0.049387
-695,,0.077392,0.10698,0.095248,0.057057
-690,,0.083428,0.11179,0.10133,0.065056
-685,,0.08944,0.11656,0.10744,0.073131
-680,,0.095103,0.12128,0.11331,0.081176
-675,,0.10021,0.12595,0.11876,0.089154
-670,0.012442,0.10475,0.13058,0.12374,0.097068
-665,0.015496,0.10882,0.13517,0.12831,0.10491
-660,0.019053,0.11247,0.13973,0.13252,0.11239
-655,0.022652,0.11572,0.14424,0.13639,0.11917
-650,0.02618,0.1186,0.14864,0.13996,0.12503
-645,0.029614,0.12113,0.15286,0.14325,0.13003
-640,0.032953,0.1233,0.15684,0.14626,0.13432
-635,0.036206,0.12512,0.16056,0.14902,0.13797
-630,0.039369,0.12659,0.16404,0.15153,0.14104
-625,0.042359,0.12771,0.16729,0.15381,0.14357
-620,0.045097,0.12847,0.17032,0.15585,0.14559
-615,0.047545,0.12886,0.17313,0.15767,0.14709
-610,0.049718,0.12887,0.17572,0.15925,0.14811
-605,0.051666,0.12846,0.17811,0.16065,0.14862
-600,0.05342,0.12757,0.18028,0.16195,0.14862
-595,0.055001,0.12626,0.18225,0.16322,0.14811
-590,0.056426,0.12478,0.184,0.16453,0.14705
-585,0.057706,0.12344,0.18554,0.16588,0.14541
-580,0.058854,0.12259,0.18686,0.16729,0.14308
-575,0.059879,0.12241,0.18797,0.16875,0.14012
-570,0.060787,0.1229,0.18885,0.17027,0.13683
-565,0.061585,0.12403,0.18951,0.17186,0.13363
-560,0.062278,0.12576,0.18994,0.17353,0.13099
-555,0.062869,0.12807,0.19012,0.17529,0.12908
-550,0.063362,0.1309,0.19003,0.17716,0.12793
-545,0.06376,0.13396,0.18964,0.17912,0.12759
-540,0.064065,0.13688,0.18893,0.18121,0.12808
-535,0.064278,0.13941,0.18786,0.18343,0.12943
-530,0.064399,0.14135,0.18642,0.18578,0.13161
-525,0.064423,0.1427,0.18456,0.18828,0.1346
-520,0.064351,0.14358,0.1822,0.19095,0.13836
-515,0.0642,0.14405,0.17928,0.19378,0.14281
-510,0.06399,0.14418,0.17619,0.19677,0.14791
